year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2010,3,11,16:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.27,3.2,3.17,3.23,NaN,NaN,NaN,NaN,2.64,0.28,NaN,NaN,0.86,0.81,0.9,0.54,NaN,NaN,NaN,8.2,NaN,14.4,NaN
2010,3,15,15:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,0.830049,3.51,3.51,NaN,200,2338,NaN,43478,2.46203,0.165033,7480,935,NaN,NaN,NaN,0.232461,34128,1402,0,2.31481,NaN,16.2,200
2010,3,15,15:15:00,32.867,-117.257,0,Scripps Pier,0,0,0.2,8.36,8.43,8.29,200,1212,NaN,35455,2.09,0.19,NaN,NaN,1.41,1.36,1.46,0.49,31818,2727,0,8.9,10,14.3,NaN
2010,3,15,15:46:00,33.6061,-117.9311,0,Newport Pier,0,0,1.65,11.57,11.81,11.33,200,0,NaN,0,1.56,0.13,NaN,NaN,0.28,0.32,0.25,0.23,0,41598,192388,2.25,25,15,NaN
2010,3,15,16:25:00,34.408,-119.685,0,Stearns Wharf,0,0,3.14,NaN,4.01,NaN,200,100,NaN,100,8.44,0.3,NaN,NaN,NaN,0.83,NaN,1.02,0,25200,1900,11.69,50,12.5,NaN
2010,3,15,16:30:00,34.408,-119.685,0,Stearns Wharf,0,0,3.138,3.61,3.61,NaN,200,100,0,100,8.441,0.295,NaN,NaN,0.83,0.83,NaN,1.016,0,25200,1900,11.691,50,12.5,NaN
2010,3,15,17:00:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,3.08388,3.40834,3.40834,NaN,200,0,0,0,5.21865,0.244169,NaN,NaN,0.666463,0.666463,NaN,0.781532,0,31700,3200,9.42837,50,14,NaN
2010,3,15,18:48:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.38,0.41,0.32,0.5,200,0,0.08,0,24.62,0.31,2133,0,0.33,0.27,0.39,1.79,0,0,0,30.1,25,NaN,NaN
2010,3,18,15:10:00,32.867,-117.257,0,Scripps Pier,0,0,0.18,7.66,7.75,7.56,NaN,588,NaN,17059,0.24,0.07,NaN,NaN,1.59,1.49,1.68,0.25,23529,69412,250588,4.8,10,14.5,NaN
2010,3,22,15:10:00,32.867,-117.257,0,Scripps Pier,0,0,0.54,2.12,2.08,2.16,200,303,0.19,3636,0.07,0.04,NaN,NaN,0.69,0.72,0.66,0.22,16667,130000,69091,2.9,10,15.7,NaN
2010,3,22,15:36:00,33.6061,-117.9311,0,Newport Pier,0,0,1.06,5.47,5.7,5.25,200,0,0.06,0,0.53,NaN,NaN,NaN,1.25,1.03,1.47,0.18,5200,10399,135192,NaN,25,15,NaN
2010,3,22,16:45:00,34.408,-119.685,0,Stearns Wharf,0,0,5.053,3.02,3.02,NaN,200,100,0,0,2.161,0.363,NaN,NaN,7.08,7.08,NaN,1.159,200,11400,5200,5.87,50,14.5,NaN
2010,3,22,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.17598,3.01,3.01,NaN,200,935,NaN,80410,1.32832,0.10669,8415,3740,NaN,NaN,NaN,0.157144,33660,0,1402,1.29111,NaN,14.8,200
2010,3,22,17:20:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,1.91576,4.84898,4.84898,NaN,200,0,0,400,1.37518,0.270384,NaN,NaN,4.09664,4.09664,NaN,0.460429,1600,4700,18100,3.56629,50,14.5,NaN
2010,3,22,19:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.23,3.06,3.02,3.11,200,0,0.04,0,9.56,0.19,130086,0,1.27,1.31,1.24,0.64,0,36253,0,16.57,25,NaN,NaN
2010,3,25,15:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.22,0.86,0.83,0.88,NaN,NaN,NaN,NaN,0.01,0,NaN,NaN,0.16,0.23,0.09,0.23,NaN,NaN,NaN,2.5,NaN,16.3,NaN
2010,3,29,15:45:00,32.867,-117.257,0,Scripps Pier,0,0,0.2,2.08,2.05,2.1,200,2727,NaN,5758,0.01,0.02,NaN,NaN,0.12,0.13,0.11,0.22,95758,10303,606,2.7,10,16.6,NaN
2010,3,29,15:55:00,34.408,-119.685,0,Stearns Wharf,0,0,4.807,2.28,2.28,NaN,200,1300,0,1200,1.812,0.35,NaN,NaN,3.57,3.57,NaN,1.136,3900,2000,1300,4.015,50,14,NaN
2010,3,29,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.54157,1,1,NaN,200,0,0.05,5142,0.775654,0.087574,23843,468,NaN,NaN,NaN,0.199315,4675,0,0,1.4694,NaN,16,200
2010,3,29,22:50:00,35.17,-120.741,0,Cal Poly Pier,0,1066,1.39,1.08,1.1,1.07,200,0,0.06,0,17.54,0.37,2133,7464,0.77,0.79,0.75,1.24,0,0,0,23.3,25,NaN,NaN
2010,3,31,15:24:00,33.6061,-117.9311,0,Newport Pier,0,0,3.07,11.85,12.04,11.66,200,0,NaN,98794,0.47,0.29,NaN,NaN,-0.15,-0.69,0.38,0.27,51997,0,0,1.94,25,16.5,NaN
2010,4,1,15:40:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.38,2.17,2.18,2.15,NaN,NaN,NaN,NaN,0.17,0.01,NaN,NaN,1.07,0.98,1.16,0.32,NaN,NaN,NaN,3.9,NaN,15.7,NaN
2010,4,5,15:43:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,2.6834,2.22538,2.22538,NaN,200,0,0,0,7.66373,0.501071,NaN,NaN,2.34851,2.34851,NaN,1.1029,0,5400,700,12.2395,50,15,NaN
2010,4,5,16:05:00,32.867,-117.257,0,Scripps Pier,0,0,0.29,3.18,3.23,3.12,200,303,NaN,16061,0.05,0.01,NaN,NaN,0.76,0.76,0.76,0.33,31212,1212,0,4.9,10,16.1,NaN
2010,4,5,16:15:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.87764,2.51,2.51,NaN,200,374,NaN,37400,2.35052,0.138709,2992,1122,NaN,NaN,NaN,0.217769,62458,0,0,2.2855,NaN,15,250
2010,4,5,16:20:00,34.408,-119.685,0,Stearns Wharf,0,0,14.431,2.23,2.23,NaN,200,0,0,200,11.932,0.694,NaN,NaN,4.45,4.45,NaN,1.489,900,0,620,15.753,50,13,NaN
2010,4,5,16:30:00,33.6061,-117.9311,0,Newport Pier,0,0,4.18,2.48,2.34,2.62,200,0,NaN,15599,1.01,0.46,NaN,NaN,1.28,1.26,1.31,0.23,31198,0,0,2.34,25,16.5,NaN
2010,4,5,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.75,2.78,2.22,2.73,200,0,0.06,0,20.27,0.41,20259,1066,1.66,1.82,1.51,1.43,0,0,0,24.57,25,NaN,NaN
2010,4,8,15:15:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.38,2.27,2.2,2.33,NaN,NaN,NaN,NaN,0.13,0.03,NaN,NaN,0.79,0.76,0.81,0.35,NaN,NaN,NaN,5.3,NaN,15.7,NaN
2010,4,8,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,4.67194,NaN,NaN,NaN,200,0,NaN,1122,3.32903,0.182286,748,374,NaN,NaN,NaN,0.330315,2244,0,0,4.18137,NaN,13,250
2010,4,12,15:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,2.83101,4.0095,4.0095,NaN,200,374,NaN,4114,0.820886,0.259122,2244,374,NaN,NaN,NaN,0.554551,32164,0,0,6.71879,NaN,15.6,250
2010,4,12,15:30:00,32.867,-117.257,0,Scripps Pier,0,0,0.56,2.26,2.24,2.28,200,606,NaN,13939,0.13,0.01,NaN,NaN,0.5,0.45,0.54,0.33,10303,303,0,3.8,10,15.8,NaN
2010,4,12,15:35:00,33.6061,-117.9311,0,Newport Pier,0,0,1.62,1.02,1.02,1.02,200,0,NaN,0,0.49,NaN,NaN,NaN,1.53,1.51,1.56,0.25,5200,0,0,2.68,25,16.5,NaN
2010,4,12,16:20:00,34.408,-119.685,0,Stearns Wharf,0,0,NaN,2.16,2.16,NaN,200,0,0,40,NaN,NaN,NaN,NaN,1.41,1.41,NaN,NaN,380,260,240,NaN,50,14.5,NaN
2010,4,12,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.29,1.19,1.1,1.27,200,0,NaN,0,7.53,0.16,4265,0,0.73,0.69,0.78,0.81,0,0,0,8.96,25,NaN,NaN
2010,4,14,15:50:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,4.81228,1.20893,1.20893,NaN,200,0,0.051,20,1.26376,0.227644,NaN,NaN,1.35947,1.35947,NaN,0.769273,100,280,620,4.44598,50,14.5,NaN
2010,4,15,16:20:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.29,2.44,2.41,2.47,NaN,NaN,NaN,NaN,0.08,0.02,NaN,NaN,0.42,0.4,0.43,0.33,NaN,NaN,NaN,3.8,NaN,16.8,NaN
2010,4,18,18:45:00,33.6061,-117.9311,0,Newport Pier,0,0,1.41,3.78,3.74,3.82,200,0,NaN,36398,0.36,NaN,NaN,NaN,0.4,0.33,0.46,0.34,5200,0,0,4.31,25,18,NaN
2010,4,19,15:05:00,32.867,-117.257,0,Scripps Pier,0,0,1.31,2.4,2.39,2.4,200,303,NaN,15455,0.14,0.03,NaN,NaN,0.39,0.37,0.41,0.38,22424,3030,0,4,10,16.7,NaN
2010,4,19,15:56:00,34.408,-119.685,0,Stearns Wharf,0,0,1.503,1.38,1.38,NaN,200,20,0,0,15.001,0.452,NaN,NaN,0.77,0.77,NaN,1.545,380,1780,1100,25.826,50,15.5,NaN
2010,4,19,16:57:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,3.34879,1.61633,1.61633,NaN,200,0,0.041,20,0.467478,0.136738,NaN,NaN,1.0623,1.0623,NaN,0.461556,600,1000,1800,4.8248,50,16,NaN
2010,4,19,19:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,4.09926,2.00475,2.00475,NaN,200,1122,NaN,25058,1.19419,0.128418,2244,748,NaN,NaN,NaN,0.499648,22440,0,2992,4.92352,NaN,15.7,250
2010,4,19,21:23:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.66,1.44,1.41,1.48,200,0,NaN,0,10.6,0.22,0,1066,0.35,0.35,0.36,0.89,0,0,1066,12.15,25,NaN,NaN
2010,4,22,16:05:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.41,3.61,3.62,3.6,NaN,NaN,NaN,NaN,0.34,0.05,NaN,NaN,1.03,1.01,1.04,0.4,NaN,NaN,NaN,6.1,NaN,16.1,NaN
2010,4,26,14:10:00,34.008,-118.499,0,Santa Monica Pier,0,0,5.87,3.00712,3.00712,NaN,200,748,0.04,8976,6.61,0.54,2244,748,NaN,NaN,NaN,0.8,4114,0,8602,8.68,NaN,13.5,250
2010,4,26,14:30:00,33.6061,-117.9311,0,Newport Pier,0,0,1.62,11.42,10.65,12.19,200,0,NaN,34665,7.05,0.55,NaN,NaN,0.56,0.4,0.73,0.4,69329,60663,69329,9.04,25,15,NaN
2010,4,26,16:15:00,32.867,-117.257,0,Scripps Pier,0,0,0.4,20.46,20.5,20.41,200,2424,0.08,236970,0.32,0.05,NaN,NaN,-0.71,-0.69,-0.72,0.48,90303,47576,10000,8.4,10,14.8,NaN
2010,4,26,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.36,2.6,2.71,2.49,200,0,NaN,0,0.36,13.24,17060,0,0.87,0.95,0.79,0.81,0,0,0,14.54,25,NaN,NaN
2010,4,30,16:50:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.26,10.92,11.18,10.65,200,NaN,0.089,NaN,5.44,0.16,NaN,NaN,0.36,0.04,0.68,0.76,NaN,NaN,NaN,11.1,NaN,14.8,NaN
2010,5,3,14:30:00,33.6061,-117.9311,0,Newport Pier,0,0,1.25,10.1,10.65,9.55,200,0,0.11,0,0.41,0.31,NaN,NaN,1.25,1.46,1.03,0.18,10399,135192,129992,NaN,25,15,NaN
2010,5,3,15:45:00,34.408,-119.685,0,Stearns Wharf,0,0,5.646,2.67,2.67,NaN,200,0,0,100,1.011,0.35,NaN,NaN,1.17,1.17,NaN,1.304,0,300,400,6.057,50,13,NaN
2010,5,3,16:15:00,32.867,-117.257,0,Scripps Pier,400,0,0.66,20.46,20.29,20.63,200,3600,0.087,191200,0.06,0.02,NaN,NaN,0.15,0.83,-0.54,0.26,88400,369600,22400,2.4,10,15.7,NaN
2010,5,3,16:20:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.00826,6.01425,6.01425,NaN,200,748,0.04,3740,1.38434,0.152412,2244,374,NaN,NaN,NaN,0.703986,8602,0,0,4.11966,NaN,14.8,250
2010,5,3,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.44,1.45,1.53,1.38,200,0,0.05,0,0.38,20.38,0,0,0.63,0.67,0.59,1.4,0,0,0,21.93,25,NaN,NaN
2010,5,5,15:53:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,2.11043,13.7973,13.7973,NaN,200,0,0,100,1.59997,0.223463,NaN,NaN,6.46928,6.46928,NaN,0.590804,0,1100,3800,4.33801,50,14.5,NaN
2010,5,6,17:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.41,12.2,12.09,12.31,200,NaN,NaN,NaN,0.28,0.02,NaN,NaN,1.01,0.95,1.06,0.42,NaN,NaN,NaN,4.2,NaN,15.3,NaN
2010,5,10,14:13:00,33.6061,-117.9311,0,Newport Pier,0,0,1.78,6.5,6.3,6.71,200,0,0.061,0,0.27,0.18,NaN,NaN,2.88,2.99,2.77,0.2,41598,72796,0,NaN,25,16.5,NaN
2010,5,10,16:20:00,32.867,-117.257,0,Scripps Pier,400,0,0.18,9.53,10.06,8.99,200,2400,NaN,110000,0.03,0.01,NaN,NaN,0.12,-0.64,0.87,0.26,39200,6000,1600,2.6,10,16.7,NaN
2010,5,10,16:30:00,34.408,-119.685,0,Stearns Wharf,0,0,7.101,0.74,0.74,NaN,200,0,0,0,6.509,0.356,NaN,NaN,1.13,1.13,NaN,1.92,0,800,11000,10.276,50,14.5,NaN
2010,5,10,18:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.27716,7.01662,7.01662,NaN,200,748,NaN,12716,0.48721,0.121216,374,0,NaN,NaN,NaN,0.422207,6732,0,0,3.76167,NaN,16.5,250
2010,5,10,23:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.82,2.55,2.66,2.45,200,0,NaN,0,0.33,21.02,122622,0,1.01,1.07,0.96,1.59,0,7464,0,23.21,25,NaN,NaN
2010,5,12,15:50:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,2.31223,0.950869,0.950869,NaN,200,0,NaN,0,19.146,0.323339,NaN,NaN,1.44379,1.44379,NaN,1.90241,0,6800,13000,26.906,50,13,NaN
2010,5,13,15:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.45,6.8,6.74,6.85,200,NaN,NaN,NaN,0.04,0.01,NaN,NaN,0.55,0.6,0.49,0.18,NaN,NaN,NaN,3.4,NaN,17.3,NaN
2010,5,17,16:00:00,33.6061,-117.9311,0,Newport Pier,0,0,3.62,2.23,2.12,2.34,200,0,NaN,5200,0.89,0.62,NaN,NaN,1.01,1.26,0.77,0.19,0,0,10399,1.29,25,17,NaN
2010,5,17,16:30:00,34.408,-119.685,0,Stearns Wharf,0,0,7.125,2.25,2.25,NaN,200,0,0.078,0,3.366,0.295,NaN,NaN,7.28,7.28,NaN,1.548,0,5000,23000,7.345,50,13,NaN
2010,5,17,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,10.6426,29.0689,29.0689,NaN,200,1496,0.27,30668,0.237789,0.256971,0,374,NaN,NaN,NaN,2.35391,15708,0,0,5.90313,NaN,15.5,250
2010,5,17,17:15:00,32.867,-117.257,0,Scripps Pier,400,0,0.29,18.26,18.6,17.92,200,1200,0.12,210800,0.02,0,NaN,NaN,0.62,0.45,0.78,0.22,28400,12000,1200,3.1,10,16.8,NaN
2010,5,17,22:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.31,5.25,5.67,4.83,200,0,0.05,0,0.05,0.32,763454,59711,3.34,3.21,3.48,0.12,0,0,0,2.07,25,NaN,NaN
2010,5,20,15:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.35,6.97,6.99,6.94,NaN,NaN,NaN,NaN,0.06,0.02,NaN,NaN,0.53,0.44,0.61,0.26,NaN,NaN,NaN,4,NaN,17.1,NaN
2010,5,24,14:30:00,33.6061,-117.9311,0,Newport Pier,0,0,2.47,3.02,2.83,3.22,200,0,NaN,0,7.94,0.4,NaN,NaN,1.79,1.64,1.95,0.66,0,0,0,7.82,25,14,NaN
2010,5,24,14:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,10.1335,14.0332,14.0332,NaN,200,1870,NaN,9350,3.98251,0.277665,748,374,NaN,NaN,NaN,1.15883,5984,0,374,9.15012,NaN,13,250
2010,5,24,16:15:00,32.867,-117.257,0,Scripps Pier,400,0,0.23,11.08,10.79,11.37,200,1200,0.044,201200,0.46,0.04,NaN,NaN,0.43,0.54,0.32,0.37,30400,10400,1200,5.9,10,16.9,NaN
2010,5,24,16:40:00,34.408,-119.685,0,Stearns Wharf,0,0,11.0228,NaN,4.4,NaN,200,0,0.28,0,16.59,0.37,NaN,NaN,NaN,3.94,NaN,2.18,0,8600,55800,18.3578,50,14,NaN
2010,5,24,16:41:00,34.408,-119.685,0,Stearns Wharf,0,0,11.023,2.51,2.51,NaN,200,0,0.28,0,16.586,0.374,NaN,NaN,3.94,3.94,NaN,2.177,0,5600,55800,18.358,50,14,NaN
2010,5,24,23:25:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.39,1.41,1.41,1.41,200,0,NaN,0,0.26,25,121556,2133,1.42,1.4,1.44,1.94,0,0,0,32.64,25,NaN,NaN
2010,5,26,16:23:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,8.69393,3.53718,3.53718,NaN,200,0,0.52,0,12.2467,0.32258,NaN,NaN,7.43004,7.43004,NaN,1.58256,0,11500,61500,12.8637,50,13.5,NaN
2010,5,27,15:15:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.25,1.6,1.6,1.6,NaN,NaN,NaN,NaN,0.02,0.01,NaN,NaN,0.15,0.11,0.19,0.1,NaN,NaN,NaN,5.2,NaN,18.7,NaN
2010,5,31,16:16:00,32.867,-117.257,0,Scripps Pier,400,0,0.07,4.11,4.12,4.1,200,0,0.061,38800,0.06,0,NaN,NaN,0.44,0.39,0.49,0.25,9600,247200,5600,5.4,10,17.1,NaN
2010,5,31,19:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.92945,10.0238,10.0238,NaN,200,468,NaN,14960,0.428569,NaN,2338,0,NaN,NaN,NaN,0.190635,48152,0,468,13.0043,NaN,16.8,200
2010,5,31,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.09,5.49,5.6,5.37,200,0,0.06,0,0.01,0.13,1072670,6398,5.14,4.88,5.41,0.07,0,0,31988,0.72,25,NaN,NaN
2010,6,2,14:55:00,34.408,-119.685,0,Stearns Wharf,0,0,6.093,4.52,4.52,NaN,200,1800,0.12,0,2.186,0.168,NaN,NaN,6.27,6.27,NaN,0.774,15500,4000,33100,4.778,50,14.5,NaN
2010,6,2,17:44:00,33.6061,-117.9311,0,Newport Pier,7799.53,0,1.48,6.7,6.76,6.64,200,0,NaN,0,0.48,NaN,NaN,NaN,2.17,2.11,2.23,0.21,5200,15599,5200,5.83,25,19,NaN
2010,6,3,15:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.24,18.3,18.45,18.14,NaN,NaN,NaN,NaN,0.01,0.01,NaN,NaN,-0.09,-0.14,-0.03,0.26,NaN,NaN,NaN,5,NaN,18.3,NaN
2010,6,3,15:50:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,3.83099,3.95883,3.95883,NaN,200,700,0,700,2.39702,0.163343,NaN,NaN,4.50665,4.50665,NaN,0.604022,11200,8800,23900,2.57111,50,14,NaN
2010,6,7,15:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,7.05538,4.51069,4.51069,NaN,200,0,NaN,6994,4.47395,0.17587,748,1010,NaN,NaN,NaN,0.54668,13688,0,0,4.17919,NaN,16.8,250
2010,6,7,17:50:00,34.408,-119.685,0,Stearns Wharf,0,0,1.241,4.1,4.1,NaN,200,4900,0.072,900,0.526,0.063,NaN,NaN,0.9,0.9,NaN,0.192,27800,0,2600,1.633,50,17.5,NaN
2010,6,7,18:18:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,4.49598,2.31908,2.31908,NaN,200,1200,0,0,0.642518,0.112503,NaN,NaN,1.52198,1.52198,NaN,0.346111,6700,0,3300,3.36767,50,14.5,NaN
2010,6,7,23:55:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.7,2.92,3.09,2.75,200,0,0.12,0,0.21,4.82,467029,0,2.14,2.04,2.23,0.66,0,0,38386,3.41,25,NaN,NaN
2010,6,8,15:10:00,32.867,-117.257,0,Scripps Pier,400,0,0.11,18.91,19.21,18.6,200,16000,0.053,279200,0.01,0.01,NaN,NaN,0.18,0.06,0.29,0.18,76000,6400,0,5,10,18.9,NaN
2010,6,10,15:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.12,17.08,17.1,17.06,NaN,NaN,NaN,NaN,0,0.02,NaN,NaN,0.07,0.07,0.06,0.23,NaN,NaN,NaN,5.1,NaN,18.3,NaN
2010,6,10,17:30:00,33.6061,-117.9311,0,Newport Pier,0,0,1.71,2.81,3.02,2.6,200,0,NaN,5199.69,0.73,NaN,NaN,NaN,-0.46,-0.73,-0.19,0.23,7800,15599,2599.84,2.5,25,19,NaN
2010,6,14,15:15:00,34.408,-119.685,0,Stearns Wharf,0,0,0.718,2.25,2.25,NaN,200,700,0.36,0,0.201,0.037,NaN,NaN,1.34,1.34,NaN,0.235,1500,43800,21600,2.139,50,16.5,NaN
2010,6,14,15:50:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,1.26923,2.6236,2.6236,NaN,200,700,0.52,0,0.283718,0.070755,NaN,NaN,1.79867,1.79867,NaN,0.27372,1100,34000,36600,1.9516,50,16.5,NaN
2010,6,14,16:05:00,32.867,-117.257,0,Scripps Pier,400,0,0.12,5.37,5.44,5.3,200,1600,0.05,98800,0,0.01,NaN,NaN,0.29,0.22,0.36,0.2,22400,6400,0,4.8,10,19.6,NaN
2010,6,14,18:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,0.241445,9.52256,9.52256,NaN,200,0,NaN,397562,0.334126,NaN,0,0,NaN,NaN,NaN,0.322695,66385,0,0,2.54706,NaN,18,500
2010,6,14,23:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.38,2.27,2.15,2.39,200,0,0.12,0,0.01,0.25,439306,0,2.05,2.05,2.06,0.15,0,0,34121,0.95,25,NaN,NaN
2010,6,16,17:15:00,33.6061,-117.9311,0,Newport Pier,0,0,2.69,5.26,5.62,4.9,200,0,0.04,46797,0.77,0.24,NaN,NaN,0.03,0.21,-0.16,0.16,15599,0,0,3.09,25,20,NaN
2010,6,17,16:05:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.18,4.11,4.27,3.95,NaN,NaN,NaN,NaN,0,0.01,NaN,NaN,0.3,0.2,0.39,0.16,NaN,NaN,NaN,4,NaN,19.3,NaN
2010,6,21,15:55:00,32.867,-117.257,0,Scripps Pier,400,0,0.26,1.57,1.56,1.57,200,400,NaN,26400,0.05,0.02,NaN,NaN,0.37,0.35,0.38,0.16,10000,8400,0,4.1,10,20.1,NaN
2010,6,21,22:32:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.29,7.31,6.99,7.63,200,0,NaN,0,0.18,0.99,1765750,2133,5.38,5.3,5.47,0.35,0,19193,31988,6.49,25,NaN,NaN
2010,6,22,15:40:00,33.6061,-117.9311,0,Newport Pier,0,0,2.56,9.93,9.74,10.11,200,0,0.09,852749,0.53,0.36,NaN,NaN,-0.76,-1.21,-0.3,0.11,88395,0,0,2.4,25,20.5,NaN
2010,6,23,15:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.15881,8.87102,8.87102,NaN,200,0,NaN,3310,1.07025,NaN,130.9,0,NaN,NaN,NaN,0.303725,9780.1,0,0,5.54395,NaN,19,500
2010,6,24,17:10:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.22,3.36,3.42,3.29,NaN,NaN,NaN,NaN,0,0.02,NaN,NaN,0.27,0.28,0.25,0.09,NaN,NaN,NaN,3.9,NaN,21.1,NaN
2010,6,28,15:12:00,33.6061,-117.9311,0,Newport Pier,0,0,0.32,1.89,2.22,1.55,200,0,NaN,49397,NaN,NaN,NaN,NaN,1.21,1.07,1.34,0.17,12999,2600,0,5.51,25,20,NaN
2010,6,28,16:05:00,32.867,-117.257,0,Scripps Pier,400,0,0.22,4.38,4.41,4.35,200,0,NaN,10800,0,0.01,NaN,NaN,0.42,0.41,0.43,0.06,40000,15600,1600,2.5,10,20.3,NaN
2010,6,28,18:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.5849,13.5321,13.5321,NaN,200,0,NaN,69246,0.634119,NaN,1309,0,NaN,NaN,NaN,0.28993,9780,0,0,5.02641,NaN,20,500
2010,6,28,22:42:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.43,9.27,8.77,9.78,200,0,0.06,0,0.05,0.3,2185870,2133,10.81,11.36,10.26,0.25,0,51181,10663,2.03,25,NaN,NaN
2010,6,30,16:45:00,34.408,-119.685,0,Stearns Wharf,0,0,6.941,1.59,1.59,NaN,200,0,0.059,7300,1.164,0.185,NaN,NaN,1.29,1.29,NaN,1.21,6300,11400,0,10.129,50,16.5,NaN
2010,6,30,17:15:00,34.4161076,-119.8287494,0,Goleta Pier,0,0,2.76567,2.45963,2.45963,NaN,200,0,0.27,3300,0.533631,0.086037,NaN,NaN,1.28035,1.28035,NaN,0.415702,8100,7100,25700,1.35843,50,16,NaN
2010,7,1,16:00:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,0.09,5.21,5.25,5.16,NaN,NaN,NaN,NaN,0,0.01,NaN,NaN,0.95,0.9,1,0.03,NaN,NaN,NaN,1.1,NaN,20.3,NaN
2010,7,5,16:30:00,32.867,-117.257,0,Scripps Pier,0,0,0.14,3.37,3.42,3.32,200,909,NaN,2424,0,0.01,NaN,NaN,0.29,0.28,0.3,0.1,38182,14545,10909,2,10,18.9,NaN
2010,7,5,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.6217,3.00712,3.00712,NaN,200,0,NaN,51737,0.664887,NaN,8519,5548,NaN,NaN,NaN,0.287305,13651,0,0,4.68561,NaN,18,450
2010,7,5,23:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.54,3.17,3.3,3.03,200,0,NaN,0,0.13,0.03,238846,8530,1.74,1.79,1.69,0.08,0,104495,12795,2.77,25,NaN,NaN
